NAICS,NAICS_desc,NAICS_sector_desc,NAICS_3_desc,NAICS_4_desc,NAICS_5_desc
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,Other Services (except Public Administration),Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
811411,Home and Garden Equipment Repair and Maintenance ,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment and Appliance Repair and Maintenance
811412,Appliance Repair and Maintenance ,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Home and Garden Equipment and Appliance Repair and Maintenance
811420,Reupholstery and Furniture Repair,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Reupholstery and Furniture Repair
811430,Footwear and Leather Goods Repair,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Footwear and Leather Goods Repair
811490,Other Personal and Household Goods Repair and Maintenance ,Other Services (except Public Administration),Repair and Maintenance,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance
812111,Barber Shops ,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services ,"Hair, Nail, and Skin Care Services "
812112,Beauty Salons ,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services ,"Hair, Nail, and Skin Care Services "
812113,Nail Salons ,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services ,"Hair, Nail, and Skin Care Services "
812191,Diet and Weight Reducing Centers ,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services ,Other Personal Care Services 
812199,Other Personal Care Services ,Other Services (except Public Administration),Personal and Laundry Services,Personal Care Services ,Other Personal Care Services 
812210,Funeral Homes and Funeral Services ,Other Services (except Public Administration),Personal and Laundry Services,Death Care Services ,Funeral Homes and Funeral Services 
812220,Cemeteries and Crematories ,Other Services (except Public Administration),Personal and Laundry Services,Death Care Services ,Cemeteries and Crematories 
812310,Coin-Operated Laundries and Drycleaners ,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services ,Coin-Operated Laundries and Drycleaners 
812320,Drycleaning and Laundry Services (except Coin-Operated) ,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services ,Drycleaning and Laundry Services (except Coin-Operated) 
812331,Linen Supply ,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services ,Linen and Uniform Supply 
812332,Industrial Launderers ,Other Services (except Public Administration),Personal and Laundry Services,Drycleaning and Laundry Services ,Linen and Uniform Supply 
812910,Pet Care (except Veterinary) Services ,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services ,Pet Care (except Veterinary) Services 
812921,Photofinishing Laboratories (except One-Hour) ,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services ,Photofinishing 
812922,One-Hour Photofinishing ,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services ,Photofinishing 
812930,Parking Lots and Garages ,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services ,Parking Lots and Garages 
812990,All Other Personal Services ,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services ,All Other Personal Services 
813110,Religious Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Religious Organizations ,Religious Organizations 
813211,Grantmaking Foundations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services ,Grantmaking and Giving Services 
813212,Voluntary Health Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services ,Grantmaking and Giving Services 
813219,Other Grantmaking and Giving Services ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services ,Grantmaking and Giving Services 
813311,Human Rights Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations ,Social Advocacy Organizations 
813312,"Environment, Conservation and Wildlife Organizations ",Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations ,Social Advocacy Organizations 
813319,Other Social Advocacy Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations ,Social Advocacy Organizations 
813410,Civic and Social Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Civic and Social Organizations ,Civic and Social Organizations 
813910,Business Associations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations ",Business Associations 
813920,Professional Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations ",Professional Organizations 
813930,Labor Unions and Similar Labor Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations ",Labor Unions and Similar Labor Organizations 
